"","description","color","variety","country","id"
"89906","Here's an everyday wine to drink with burgers and such. Tastes like an inexpensive wine served in a fast-food restaurant.","Red","Red Blend","US",89906
"93650","Light cherry and strawberry aromas and flavors go with a medium-body and grippy texture to make this wine rather tight on the palate. It's a good, versatile lunch and dinner drink because the supportive tannins and acidity will pair nicely with food.","Red","Pinot Noir","US",93650
"20718","A blend of Klipsun and Ciel du Cheval vineyards aged in 50% new French oak, this wine brings brooding notes of blackberry bramble, blueberry, mineral, herbs and potpourri. The palate-coating blue-fruit flavors are exceptionally dense, rich and sweet and lead to a hyper-extended finish.","Red","Syrah","US",20718
"84198","The winery held this back for four years before releasing it. While it's dry and silky on the palate, it has raisiny flavors, and a touch of volatile acidity.","Red","Pinot Noir","US",84198
"101655","Heavy butter, toast and caramel aromas and flavors give this wine a lot of impact, while the fruitiness is mild and the mouthfeel is soft.","White","Chardonnay","US",101655
"69422","This wine is a blend of Merlot (45%), Cabernet Sauvignon (40%), Petit Verdot (10%) and Cabernet Franc. Aromas of savory herb, carob, wood spice and cherry lead to plump fruit-forward flavors that also show intriguing earthy accents. The finish lingers. There are lots of good things going on but the wood seems a bit prominent.","Red","Bordeaux-style Red Blend","US",69422
"32653","Apple and citrus fruit carries a light and refreshing hint of wintergreen. This is a solid, fruity, no-frills, chillable style of Chardonnay.","White","Chardonnay","US",32653
"29845","This wine is off dry, with honey and lemon flavors cut with tight acidity. Young and fruity, this simple wine is ready to drink.","White","Chenin Blanc","France",29845
"21331","Searingly tart, this might be a 2007 Muscadet for its thrilling, stiletto-steel spine and leesy minerality. Simply calling it unoaked does not begin to do justice to the complexity and textural density that this unusual Oregon Chardonnay offers. For acid lovers who don't think that Chardonnay must be slathered in toasty new wood in order to have any flavor, this wine will be a joy.","White","Chardonnay","US",21331
"69077","Mossy, herbal, baked-berry aromas are accented by shades of green tones. On the palate, this is lively but a touch raw, with bold acidity. Blackberry, spiced plum, oak and herbal, grassy flavors finish snappy.","Red","Carmenère","Chile",69077
"47045","With a nose of citrus and mineral and a fresh palate, this is nothing but pleasing. Flavors of grapefruit, tangerine, lime and green apple are direct and lively, while the finish is long and fruity. This is how Verdejo should be.","White","Verdejo","Spain",47045
"98191","Give this pretty Cabernet a brief decant to let it breathe so the tannins can soften a little. It's too soft to age, but offers nice flavors now of blackberries, cherries, mocha, sage, cedar and spices.","Red","Cabernet Sauvignon","US",98191
"58722","The color goes from medium garnet in the middle to a light brownish on the rim. It smells like dried cherry, sage and toast, and tastes substantially fruity. The wine feels just structured enough by acidity and tannin for balance.","Red","Pinot Noir","US",58722
"57564","A 50/50 blend of wood-aged Merlot and Cabernet Sauvignon from selected wines. It is wood-dominated at present, but the fruit feels rich enough to come through shortly, and then it will be an impressively ripe, structured wine. However, it's always going to be a dry, dark and firmly tannic.","Red","Bordeaux-style Red Blend","France",57564
"98638","This pure Touriga Nacional is perfumed, firmly tannic and packed with the tight, mineral character typical of the region. Richly fruity with juicy black currant flavor, it's still developing and will be best from 2019.","Red","Touriga Nacional","Portugal",98638
"27752","In its Provence skittle bottle, this wine is a bright mouthful that is as easy on the palate as its pale color is easy on the eye. It is lightly crisp with red fruits and citrus, and is very ready to drink.","Rosé","Rosé","France",27752
"21822","Dourthe's 100% Sauvignon Blanc is lively and crisp—a light, bright wine. With its strong citrus flavors, lemon and tangerine, touched by spice, it is balanced and fruity. The texture gives a herbal edge that is attractive and refreshing.","White","Bordeaux-style White Blend","France",21822
"22157","This is a soft and creamy wine, ripe with baked apple and crisp pear flavors. Balanced and full in the mouth, it attractive and ready to drink.","White","Chardonnay","France",22157
"17137","There's a steady, balanced approach to this Brunello that sees seamless integration of red fruit, cassis, leather, cola and dried rosemary aromas. Bright acidity only serves to underline its overall liveliness. Very different from the softer 2007 vintage, this wine will appeal to those who appreciate a more traditional style.","Red","Sangiovese Grosso","Italy",17137
"54061","Merlot and Cabernet Franc make up the majority of this blend. Aromas of blue fruit, herb, pencil lead and barrel spice are followed by smooth plum flavors. Milk chocolate notes persist on the finish.","Red","Red Blend","US",54061
"103463","Almost white in color, this is a rich wine with intense red-currant and raspberry fruits. It is a dry wine, destined to partner food, with fine acidity as well as a herbal edge. It is a concentrated wine, ready to drink from the end of 2017.","Rosé","Rosé","France",103463
"33739","This primarily barrel-fermented and barrel-aged Chardonnay offers toasty oak on the nose and a palate rounded out by expressive fruit. Soft and friendly, it has a lingering finish but is not overly complex. Pair wth game birds and seafood.","White","Chardonnay","US",33739
"68067","An almost sweet plum and prune aroma continues to the flavors of this medium-bodied, warm and generous wine. Blended from Sonoma, Amador and Lodi grapes, it offers moderate tannins and a velvety texture.","Red","Zinfandel","US",68067
"94661","Hints of charred wood and fresh-cracked black pepper meet tasty baked-fruit flavors in this full-bodied, rather rugged wine made from Grenache, Syrah and Cabernet Sauvignon. It has a good, firm and moderately tannic texture.","Red","Red Blend","US",94661
"2965","This is the entry-level wine of this estate. It shows a crisp side of Cabernet Franc while keeping all its perfumed character. The wine is structured with young tannins as well which are balanced with acidity and bright red-berry fruits. Drink from 2018.","Red","Cabernet Franc","France",2965
"77887","Basic plum and black cherry aromas come with hints of baking spices and cinnamon. This feels a bit high in acidity and pinchy. While a quick wash of grapy, black-fruit flavors finishes without much noise.","Red","Garnacha","Spain",77887
"46443","Subtle aromatics ride a steely frame of straightforward acidity and subtle oak, the wine medium in build and layers. It finishes in a flourish of salty brine.","White","Chardonnay","US",46443
"61016","Made from Nero d'Avola from old, pre-phylloxera vines, this opens with subdued violet, leather and underbrush aromas. The dense, structured palate evokes blackberry jam, vanilla and licorice. Enjoy through 2021.","Red","Nero d'Avola","Italy",61016
"96188","A very soft Riesling, missing the steeliness while gaining ripe white fruits and a fragrant, gentle character. It is attractively structured, though needs a year to age.","White","Riesling","France",96188
"27940","This hearty blend boasts a dark, inky color, with bright aromas of black fruit, cola, dried rosemary, black olive and spice. The finish is thick, concentrated and long lasting.","Red","Red Blend","Italy",27940
"47014","Good concentration and a firm mouthfeel make this full-bodied wine a fine pairing for osso buco or mushroom risotto. It has robust ripe berry, anise and dark chocolate flavors, velvety tannins that seem to coat the palate, and a lingering, rich finish.","Red","Sangiovese","US",47014
"68749","Strawberry and raspberry aromas come on with aggression, and the bouquet doesn't really evolve. The palate is crisp, snappy and high in acid, with grating red cherry and red plum flavors. Decent red fruit character throughout but not much feel or depth.","Red","Tempranillo","Spain",68749
"71601","The body is nice and silky on this Zinfandel. It might be Grenache, it's so soft and delicate. But the wine is powerful in high alcohol-infused red currants and blackberries, veering into overripe raisins. Drink up.","Red","Zinfandel","US",71601
"96622","This is a serious, dark and brooding wine. Powerful tannins and dense structure along with layers of concentrated black fruits all point to a wine for long-term aging. The mineral texture and pronounced acidity add to the longevity of this impressive wine. Drink from 2019.","Red","Malbec","France",96622
"69389","Darker in color than many Provence rosés, this caramel-flavored wine has a fine line in ripe berry fruits to go with the smooth, velvet texture. Dry in style, its firm texture is right for food.","Rosé","Rosé","France",69389
"84281","The Indian Wells Cabernet Sauvignon seems a little reductive at the moment; odd, since the 2005 vintage was forward, almost fat, and the wine has been in bottle for quite some time. It should definitely be decanted and aired out before serving, which will help to push the fruit flavors forward. The finish is just slightly dilute, but the wine is well-made and may just be suffering from some of the occasional dumbness that strikes Cabernet.","Red","Cabernet Sauvignon","US",84281
"37687","A blend from Jim Clendenen's own Le Bon Climat Vineyard and the Bien Nacido Vineyard where his winery is located, this bottling shows candied red cherry, star anise, fennel and sagebrush on the earthy but fruity nose. The palate combines fresh thyme and other wild herbs with tart Montmorency cherry—bold flavors wrapped in a delicate package.","Red","Pinot Noir","US",37687
"16473","Upfront, ripe pear fruit plays on nose and palate. These fruit notes are boosted by slight residual sweetness that makes this wine off dry, counterbalanced by a pleasantly bitter pith note. Enjoy this with ripe, runny cheese for a successful combination.","White","Pinot Gris","France",16473
"31563","This  dense, impenetrable Sangiovese has wild blueberry backed by a creamy, almost milky, structure. It is soft and lush with round tannins and lingering spice notes on the finale.","Red","Sangiovese","Italy",31563
"65041","Forward cherry and plum aromas are fresh and lively. A blocky, full-bodied palate offers tasty plum and berry flavors in front of a firm finish with chocolaty notes and length. This is basic but done well.","Red","Garnacha","Spain",65041
"52348","Offers tropical, stony aromas in front of a crystalline palate that's citrusy as well as peachy, with lychee and melon flavors as well. Finishes springy and bright, with green citrus zest and nothing compromising. 60% Torrontés and 40% Chardonnay.","White","White Blend","Argentina",52348
"79362","Lemon-lime and lemon curd mark this wine. The lemon theme continues throughout the layers of apple, vanilla and oak, the oak not perceptible until near the round, voluptuous finish.","White","Chardonnay","US",79362
"90221","This wine's floral, lightly jammy red berry aromas smell like nice bath soap. It's tight and raw on the palate, expanding a bit with air. Its mix of red fruit and herbal flavors is linear and lively, although the finish is slightly abrasive.","Red","Mencía","Spain",90221
"88256","This is a ripe, lusty Zinfandel, with many special qualities to recommend it. It's dry and rich in smooth tannins, and offers a flood of wild forest berry, sweet new leather, red currant, mocha and exotic Asian spice flavors. Delicious, and will hold for up to six years.","Red","Zinfandel","US",88256
"92353","This southern Rhône blend is a good everyday one. With its slightly sweet, jammy berry, cherry, cocoa, herb and spice flavors, it's an easy partner with burgers and fries.","Red","Rhône-style Red Blend","US",92353
"22248","Packed with apples, peaches and raspberries, this light-bodied wine was aged in large oak casks and is quite fruity without being at all sweet. It has very good balance, is thirst-quenching but not filling, and will pair well with a range of seafood, salads and lighter main dishes.","White","Gewürztraminer","US",22248
"15851","Mature plum, scorched earth, grilled sage and a whiff of oak-driven spice aromas lead the nose. The soft, easygoing palate offers juicy black cherry, vanilla, clove and a hint of game alongside rounded tannins.","Red","Red Blend","Italy",15851
"65131","Made from a blend of 70% Fiano, 20% Moscato and 10% Malvasia, this offers aromas of tropical fruit and citrus. The subtle, simple palate presents peach, pineapple and pink grapefruit alongside fresh acidity.","White","White Blend","Italy",65131
"19123","Compost aromas and a clunky feeling palate get this off on the wrong foot. Flavors of burnt berry fruit and sweetness fail to impress. This shows hardly any snap on a cloying finish.","Red","Cabernet Sauvignon","Spain",19123
"19598","This wine is equal parts Walla Walla Valley Viognier and Yakima Valley Roussanne. Aromas of lees, almond and apricot are followed by elegantly styled flavors that linger.","White","Rhône-style White Blend","US",19598
"90879","This light and fruity wine offers fresh peach flavors, with a burst of lemon candy. It's off dry and finishes with a sugary kick.","White","Riesling","US",90879
"15902","Tannic and astringent at first taste, this wine opens up into a more complex and interesting play of dark fruits and darker flavors. Smoke, earth, char and espresso components are set against tight blueberry fruit, with lead pencil tannins. Those tannins might need a juicy steak to put them back in their cage.","Red","Syrah","Canada",15902
"98736","This vigorous blend of Grenache (60%), Cinsault (20%, Tibouren (10%) and Syrah (10%) has a good balance between rich fruits and the freshest acidity. While there is a crisp, tangy background, the foreground is ripe with strawberries and apricots. The whole thing is finished with a lively, bright aftertaste.","Rosé","Rosé","France",98736
"57588","Whether or not you consider yourself a fan of varietal Cabernet Franc, this is a wine to explore and to savor. Pure fruit is set amidst generous streaks of herb and earth, framed by firm tannins. The wine opens slowly, and pretty cherry flavors emerge, along with black olive, pencil lead and complex barrel notes.","Red","Cabernet Franc","US",57588
"11561","This is a simultaneously fruity and savory wine of complexity and power from one of Victoria's underrated regions, Heathcote. From a mix of granite and the region's famed Cambrian red soils, this wine offers ripe blue and red fruit, florals and a peppery, olivey punch. The juicy fruit continues on the palate but here the savory elements play more of a starring role: Dried herbs and graphite are woven into fine-grained tannins and a long, almost tangy finish. Drink now–2027.","Red","Shiraz","Australia",11561
"94339","This is mouthfilling but not overly weighty, with a wonderful blend of herbs and spices rounded out by cherries and plums. Intense garrigue notes pick up hints of anise on the long, softly dusty finish. Drink now–2020.","Red","Rhône-style Red Blend","France",94339
"12228","A lean, austere wine with a mineral character over the berry fruit and acidity. That said, there is a warm layer of acidity and spice that is now coming to maturity in the firm structure.","Red","Zweigelt","Austria",12228
"48578","The best of a lineup of single varietal red wines, this melds raspberry and cassis fruit flavors into a wrapping of earth and licorice. The dark and roasted accents continue through the finish with earthy tannins and a hint of stem.","Red","Cabernet Sauvignon","US",48578
"73571","This new release from a great vintage for Chardonnay in Champagne is a perfect blanc de blancs, showing a wealth of intensity from the crisp, chalky, mineral tones to the perfumed apple notes. The aromas hint at developing toastiness that adds depth and complexity. The wine is still young and it will age for years. Drink from 2020.","White","Chardonnay","France",73571
"69984","The spirit of South Africa's Swartland region shines through on this rustic but fun Shiraz. On the nose, red fruit and a spicy edge lead into big flavors of spice, smoke and fruit. Sturdy tannins give the wine an ageworthy appeal. Pair with grilled meat and heartier flavors for extra enjoyment.","Red","Shiraz","South Africa",69984
"33031","The aromas draw you in with complex notes of chamomile, almond butter, herb and citrus. The palate shows depth and vibrant texture, exhibiting poise and exquisite balance. It delivers.","White","Chardonnay","US",33031
"81530","Rubbery and dark on the nose, with lots of black plum and cherry to ponder. The palate is firm and balanced, with round, rubbery, roasted plum and dark berry flavors. Full, nice and long enough on the finish to keep you involved.","Red","Garnacha","Spain",81530
"36828","A mouthfilling, off-dry Pinot Gris, Kim Crawford's 2007 continues his success with this variety. Pear and citrus notes finish clean, a refreshing blend of sugar and acid. Drink now.","White","Pinot Gris","New Zealand",36828
"58591","This is a fruity wine, full of both red-berry and cherry flavors and some dry tannins that will certainly soften and integrate. It has the potential to be balanced, full and deliciously fruity. Wait until 2019.","Red","Bordeaux-style Red Blend","France",58591
"69852","A smooth, velvet textured wine. It has some weight, but the balance is what is most attractive about this wine. It has spice, crisp black currant fruits and intense freshness that tips over into final acidity.","Red","Bordeaux-style Red Blend","France",69852
"76939","Competent from the start, with well-formed fruity aromas of raspberry and plum. There's even some leather and dried cheese to the nose. In the mouth, it's all about earthy, intense berry fruit and juicy freshness. Finishes a little tart but lively, with good form and feel.","Red","Malbec","Argentina",76939
"15044","This straightforward, robust Rosso offers aromas of espresso, underbrush, and black berries. The warm, accessible palate delivers crushed black cherry accented with notes of baking spices and licorice. Enjoy now to capture freshness.","Red","Sangiovese","Italy",15044
"13605","This shows real Sonoma Coast character in its silky texture, strong acidity and transparency of its raspberry and cherry notes, which allow for a mineral-driven taste of the soil to shine. The wine improves in the glass as it airs, picking up extra layers of complexity.","Red","Pinot Noir","US",13605
"22036","Slightly leafy and damp on the nose, but dense. The palate is solid, with dark cherry and raspberry flavors along with herbal, drying notes and a touch of late bitterness. Spicy late, with coffee on the finish. Carmenère, Petit Verdot and Shiraz is the blend.","Red","Red Blend","Chile",22036
"89187","This salmon-colored wine made from Tempranillo is neutral in aromas, with a touch of creaminess on an otherwise standard palate. Mild peach flavors are slightly bitter. The wine loses freshness and focus the longer it sits.","Red","Tempranillo","Spain",89187
"42275","Floral in jasmine and apple blossom, this wine offers a solid foundation of baked apple and sizable oak, still youthfully wound up in concentrated richness. Moderate acidity helps keep things in check, as lengthy complexity comes to bear on the finish.","White","Chardonnay","US",42275
"82045","The nose is sulphuric and a bit barnyardy, which screams“watch out,” but in the mouth there's acceptable if unspectacular apple fruit. It's scratchy in the finish, and probably just this side of not being worth drinking.","White","Chardonnay","Chile",82045
"22838","There's a touch of barnyard on the nose of this bottling, which also shows a soy and sweet black cherry scents. The palate is marked by beef char and cooked black fruit flavors, with a twist of funkiness, lending intrigue.","Red","Syrah","US",22838
"7445","Charred plums, roasted meat and a tinge of truffle oil lead the nose on this powerful yet balanced wine. It hits the palate with a sanguine iron flavor and a pleasant tension thanks to appropriate bitterness. This Pinot Noir can tackle the heartiest beef dish you can make.","Red","Pinot Noir","US",7445
"53685","This is on the lean side, with tomato-leafy—almost ashy—notes that impart a dry, austere quality to the white grapefruit flavors.","White","Sauvignon Blanc","New Zealand",53685
"102143","Blueberry, currant and smoky oak mark this wine, which provides additional highlights of black pepper and cedar. Generous in tannin and structure, this is the first vintage of this Karen Cakebread-made wine. It combines fruit from four vineyards across the valley, from Coombsville to Calistoga, including Shafer in Stags Leap. Drink now through 2022.","Red","Red Blend","US",102143
"27601","In much the same mold as its companion, the ghost in the machine Red, this is almost all Syrah, with a bit more bite and focus. Purple plum fruit glides smoothly into a lightly toasty finish. A fine every day red with plenty of flavor.","Red","Red Blend","US",27601
"89400","This is a new kitchen-sink offering from Banfi, featuring Cabernet, Merlot, Sangiovese and Syrah. It goes full bore on the red fruit and oak, with spicy berry aromas and cherry flavors. The tannins are pretty hard, and with ample acids, this young wine currently starches the cheeks. But in three years it should become a good to very good table wine.","Red","Sangiovese","Italy",89400
"46700","Somebody was carried away with wood here. The wine is totally dominated by flavors of burnt wood— even the 50% new wood was too much in 2007. That said, the fruit could increase in weight and black berry flavors. But not just yet—in another three to four years.","Red","Malbec","France",46700
"58697","This Torrontés is a bit oily on the nose, with citrusy scents of orange and pineapple lurking in the background. In the mouth, it's a zinger, with sharp acids and a mix of tropical flavors and green apple. This finishes fresh and lean.","White","Torrontés","Argentina",58697
"46612","A wine that is rich in both tannins and ripe fruit. The 45% Cabernet Sauvignon in the blend gives the concentration of the wine, with spice and black berry fruits that are given an extra richness by the intense dark plums. The wine needs aging, so drink from 2018.","Red","Bordeaux-style Red Blend","France",46612
"21293","Le Ragose makes Classico and non-Classico Amarone. This is the non-Classico version with notes of toast, vanilla and raspberry fruit roll-up. It also shows nice aged qualities such as dark mineral, tar, resin and dried prune, making it ready to drink immediately. It has great length on the finish, firm tannins and bright acidity.","Red","Corvina, Rondinella, Molinara","Italy",21293
"67839","Delicate toast and cedar notes add warmth to ripe black cherry aromas on this squarely balanced Pinot Noir. On the palate, crisp red cherry and cranberry flavors are concentrated yet supple, framed with a fringe of finely textured tannins.","Red","Pinot Noir","Germany",67839
"104337","This full-bodied, ripe wine  offers blackberry and spiced plum aromas on top of a minerally base. In the mouth, it's big but fresh and free-flowing. Flavors of black plum and black cherry are lively despite some creamy oak that rises on the finish. Drink through 2016.","Red","Garnacha","Spain",104337
"44184","Formerly known as Familia Schroeder, this Patagonian Malbec features racy acidity and a medium body. The nose is a bit stalky in smell, while oak, herbal shadings, mint and pepper support blackberry and cherry flavors through the finish.","Red","Malbec","Argentina",44184
"1345","A bit of charred wood and black pepper in the aroma give way to lush berry and cherry flavors that spread across the palate and cling to the sides of the mouth. This wine is lightly oaky and has an attractive richness that lasts on the finish.","Red","Pinot Noir","US",1345
"58877","This best-of-barrels reserve shows a richness and complexity that make for compelling drinking. A mixture of several clones and selections of Pinot Noir, the wine has firm tannins, but the burst of cherries, red currants, root beer and sweet smoky oak gives it a supple, mouth-filling quality. Delicious now with decanting, and should hold and improve through 2012.","Red","Pinot Noir","US",58877
"55351","Whiffs of lemon and honey brighten notes of savory pressed apples on this tart, zesty Riesling. The palate is fruity with elegant tones of fresh peach and apricot, and finishes long with hints of lime and herb on the finish.","White","Riesling","US",55351
"97345","A truly succulent, opulent Chardonnay. Tastes quite oaky with char and butterscotch flavors, but not too oaky. The barrel regimen is precisely in keeping with the ripe tropical fruit and honeysuckle flower flavors. Feels rich and dramatic.","White","Chardonnay","US",97345
"44344","Ripe berry aromas are touched up with cola and root-beer notes that make this even nicer. A muscular, deeply structured palate is home to herbal plum and berry flavors along with notes of coffee and dark spices. Tobacco and herbal notes take over on a complex finish. Drink this Cabernet Franc (with 15% Malbec) through 2024.","Red","Cabernet Franc","Argentina",44344
"90027","Old vines, some dating from 1914, form the basis of this impressive wine. They give it concentration while the stone and sand soil brings even more richness. With its crisp acidity, lemon and grapefruit fruit, and creamy texture, the wine is refreshing and ready to drink.","White","Melon","France",90027
"34244","Creamy and fresh, this mineral-driven effort spent no time in barrel, and did not go through malolactic fermentation. The pear and apple fruit is quite clean and lightly minty.","White","Pinot Gris","US",34244
"50845","Firm, tense and dryly tannic, this is a solid wine, foursquare, its edges a little rough at present. The berry fruits are black, spicy from wood, creating a rich feel. In the end, black currant acidity and freshness finish the wine with a lift.","Red","Bordeaux-style Red Blend","France",50845
"66765","Wines like this are why Americans can't get enough Marlborough Sauvignon Blanc. Passion fruit and nectarine are joined by spicy hints of jalapeño, creating a fine balance of round, tropical fruit with peppery piquancy that leaves the mouth watering.","White","Sauvignon Blanc","New Zealand",66765
"8330","Here's a wonderfully fresh and tangy Chianti Classico (Sangiovese with a tiny element of Canaiolo) that opens with a bright, ruby appearance and tangy notes of wild berry, white almond and blue violet. The mouthfeel is fresh and focused.","Red","Sangiovese","Italy",8330
"87432","Ripe, jammy orange, lime, apricot and mango fruit flavors join with buttered toast and vanilla flavors to make for an opulent, yet simple, Chardonnay. Brisk acidity provides balance.","White","Chardonnay","US",87432
"57164","Touches of cinnamon, turned earth, iron, dark cranberry and fresh raspberry hit the nose on this bottling from a celebrated vineyard. The palate shows lots of potential with more bottle age, offering notes of graphite, underripe berries, black pepper and bay leaf.","Red","Pinot Noir","US",57164
"97152","This bright and well-balanced sparkler leads with attractive aromas of fresh lemon and orange slices, lightly toasted brioche and subtle fynbos herbs. The palate is creamy and smooth, with crisp acidity and medium carbonation that lifts and refreshes the finish. Delicious now, or hold through 2017 for a more mature character and additional depth.","White","Chardonnay","South Africa",97152
"33888","A brooding Cabernet full of green and black olive, velvety cassis and cinnamon spice, this is ready to enjoy now. A juicy red, it has resolved tannins and a lingering taste of tobacco. Power and finesse are here, along with smoky minerality and savory fruit.","Red","Cabernet Sauvignon","US",33888
"101417","This is a sleek and easy-to-appreciate Pinot Noir, on the lighter side, with fresh cherry and raspberry flavors, a touch of acidity for balance and a gentle texture. It seems polished and complete and not overdone.","Red","Pinot Noir","US",101417
"77001","Soft and direct. Tastes like a liquid granola bar, with melted flavors of raspberries, cocoa, roasted almonds, vanilla, cinnamon and brown sugar. Drink now.","Red","Pinot Noir","US",77001
"90916","Whiffs of pine frond and moss lend a cool, alpine air to the nose of this medium-dry Riesling, but the palate is all lemon drops and sunshine. Juicy citrus flavor is uplifted by a stream of acidity that's invigoratingly fresh.","White","Riesling","Germany",90916
"36952","A careful wood regime has helped to shape dark and sophisticated aromas of leather and tobacco followed by brighter tones of cola and red cherry. The wine doesn't vaunt huge aromatic intensity, but it does delivers delicious length and persistency instead.","Red","Corvina, Rondinella, Molinara","Italy",36952
"43207","Raspberry is the lead aroma on an otherwise earthy, mossy and aggressive nose. Full bodied and rubbery, this has a blackberry flavor and an overriding baked character. Sweet and unwaivering on the finish.","Red","Cabernet Sauvignon","Argentina",43207
"91710","There is a nice lift to the aromas, which focus on sweet black-cherry fruit. Streaks of cola and brown sugar come into play in the mouth, but the rich fruit is the star of the show.","Red","Pinot Noir","US",91710
"39935","This is an impressive, solidly tannic wine that needs aging. The black plum flavors are still dominated by spice and wood, lending a dry and dark character to the wine. Solid with good depths of flavor, the wine should be kept for 4–5 years before opening.","Red","Blaufränkisch","Austria",39935
"55413","Toast, coffee and French oak aromas lead the nose and carry over to the one-dimensional palate along with dried cherry and a hint of dill. Soaring alcohol throws it off balance. Give the raspy tannins another year or two to soften then drink before the fruit dries up completely.","Red","Red Blend","Italy",55413
"42571","This is a Zweigelt with an identity crisis that thinks it may be Pinot Noir. It's elegant and silky, with a gentle tannic touch, refreshing acidity and restrained but evocative redcurrant and cranberry fruit. Overtones of peony and iris make this more intriguing, while there is substance despite its light body. This is delicious now, but will reward cellaring for one to two years to let earthy, tertiary flavors develop. Drink from 2014.","Red","Zweigelt","Austria",42571
"52480","A rich and inviting nose of berry-laced pastries, dried strawberries, stewed cherries and sagebrush kick off this layered bottling. The palate shows savory cracked black pepper along with strawberry, plum and black-raspberry fruit. A dry sagebrush quality gives complexity to the whole sip.","Red","Zinfandel","US",52480
"57652","Pretty golden hues set the tone and segue into floral aromas of acacia and honey. There are some soapy, Moscato-like qualities to this aromatic white and its floral fragrances transfer to the mouth where there's a smooth, creamy texture.","White","Gewürztraminer","Italy",57652
"21317","This French-Australian collaboration has turned out a soft, easy-to-drink Merlot with notable complexity. Cassis and black cherry fruit is backed by shadings of cedar and vanilla and eased along by a creamy texture and supple tannins. Without any track record, it's probably prudent to drink this over the next few years.","Red","Merlot","Australia",21317
"27560","Leafy gritty earthy berry aromas are spicy. This feels rugged but fresh, with a tolerable but strong tannic grip. Plum, boysenberry, chocolate, blackened toast and peppercorn flavors finish leafy, with firm tannins.","Red","Cabernet Sauvignon","Spain",27560
"96746","This is a full-bodied, voluptuous and intense wine, with plenty of flair and complexity. A richness of berry pie is complemented by tangy acidity and layers of texture, finishing light and bright.","Red","Pinot Noir","US",96746
"25319","A brand new product from the folks at Rotari, AlpeRegis is a fresh and vibrant sparkling wine that offers easy-drinking appeal with subtle hints of elegance and sophistication that set it apart. Baked bread, apricot and citrus notes flavor the finish.","White","Chardonnay","Italy",25319
"31237","This Syrah shows the massively extracted flavors that mark Constant's Napa Valley Cabernets. Such an approach works for Cabernet, but on this Syrah, it seems clumsy. It's extraordinarily powerful in blackberry jam, milk chocolate and spice flavors, but it's a little heavy.","Red","Syrah","US",31237
"67625","Apple mash and salty oak are on offer in this light-styled estate wine sourced from several of the producer's single vineyards. Mellow in texture, it's intense on the finish, with a snap of anise and nutmeg.","White","Chardonnay","US",67625
"72264","Super-sweet, with an enormous blast of sugary blackberries, currants and espresso chocolate or Kahlua. Could use more flavor intensity for the sweetness level.","Red","Cabernet Sauvignon","US",72264
"105769","Thick with dense black fruit and a smoky char aroma, this 100% varietal wine is burly and oaky. Broad-shouldered, it's one to pair with equally bold grilled meats.","Red","Cabernet Sauvignon","US",105769
"49932","From old vines, this powerful wine is the epitome of a great Douro red. Its ripe, plum and prune fruits, layered with bitter chocolate, are tinged with acidity. Spice and pepper add to the complexity of this ageworthy wine.","Red","Portuguese Red","Portugal",49932
"41490","This is a punchy wine that's fresh on the nose. The palate sports a viscous feel that's related to Viognier and Chardonnay, while the Sauvignon Blanc and Sauvignon Gris in the blend bring a citrus-like quality and an asparagus flavor.  The finish quickly loses steam.","White","White Blend","Chile",41490
"55116","Produced by the Château de Bligny close to Beaune, this soft, perfumed wine has stalky red fruits, laced with a dry core of tannin and fragrant acidity. It could age for another year.","Red","Pinot Noir","France",55116
"101487","This wine blends in Petit Verdot, Petite Sirah and Malbec, reining in the bold, tart red fruit to create a medium-bodied, softly textured palate with a leathery backbone. Clove notes are followed by a chocolate chaser on the lingering finish.","Red","Cabernet Sauvignon","US",101487
"36959","A sweet wine, but lively, touched by honey, its acidity coming through as delicious final fruit and spice.","White","Gewürztraminer","France",36959
"89979","A Cabernet Sauvignon-leaning Bordeaux-style blend, this has a healthy dash of Syrah (10%) added to the mix. It brings notes of jammy red fruit (cherry, raspberry) and herbs along with an assortment of barrel spice top notes, with tart flavors and somewhat unresolved tannins.","Red","Red Blend","US",89979
"92501","Pungent, feline aromas of nettle and passion fruit are sharp and uric. This feels narrow and angular, with racy acidity. Flavors of passion fruit, grapefruit, bell pepper and cactus pad finish with pink-grapefruit sharpness and pithy bitterness.","White","Sauvignon Blanc","Chile",92501
"8690","This wine has a hot-pink color, effusive strawberry and cherry aromas and then sweet fruit flavors that give a sugary impression on the palate. It's very simple in approach and low in alcohol.","Red","Zinfandel","US",8690
"88099","The honeyed aroma of this Rhône blend of Marsanne, Roussanne, Rolle and Viognier makes it immediately attractive, but then the flavors kick in, and it turns into a roller coaster ride. Apricot jam, peaches, pears, pineapples, butter-sautéed plaintain, vanilla custard, star anise, lemon crème brûlée, the list goes on and on. The finish is fully dry and the alcohol is refreshingly low. Drink now.","White","Rhône-style White Blend","US",88099
"56041","Fresh, slender and easy—these are the virtues of this light wine that would be a great solution for a party.","White","Riesling","Austria",56041
"39905","Citrus, orchard blossoms and sea-spray aromas are lively and focused, with an almond-skin note lingering in the background. The juicy, racy, off-dry palate brings to mind talc-dusted red apple and quince, with a toasty, leesy finish.","White","Riesling","US",39905
"84249","This good, generic red wine smells like mixed fruits and tastes mildly fruity along with light veggie flavors. It feels lean in texture and dry in balance.","Red","Pinot Noir","US",84249
